,PCA1,PCA2,PCA3,PCA4,UMAP1,UMAP2
YW_200304_M431_281.mzML,2.185537,0.030957423,2.1204646,-0.7663901,4.556135,17.419142
F088_210708_M462_001.mzML,0.7223631,3.2588418,0.22836442,-0.13321328,9.27563,0.8147162
YW_200305_M431_139.mzML,2.52033,0.18087077,2.2860575,-0.97706443,4.584635,17.279503
F088_210524_M462_107.mzML,-0.624906,-0.39438376,-0.49689502,0.75408983,15.322198,13.928187
YW_200319_M431_287.mzML,1.4029739,-1.0348777,2.1232097,-0.37980774,5.399676,16.419893
YW_200301_M431_279.mzML,2.3929746,0.2674501,2.3193266,-0.9569325,4.597829,17.260258
F088_210524_M462_065.mzML,-0.99748546,-0.86287206,-0.48928097,0.96010804,15.336505,13.962716
YW_200319_M431_103.mzML,2.2401273,-0.75894296,1.1007634,-1.6106066,8.022326,16.899902
B8_WU350-338_d0_polar_pos.mzML,-0.26875448,0.99829483,1.0696185,-0.7625879,10.909602,-8.277476
YW_200319_M431_025.mzML,1.0802041,-1.4001557,1.336574,0.7450298,0.7282908,-3.350146
YW_200320_M431_275.mzML,1.0421132,-1.4371202,2.064983,-0.17546421,4.7490554,18.313667
YW_200305_M431_135.mzML,2.6146414,0.1468926,2.2114015,-0.975632,4.604196,17.241667
YW_200302_M431_017.mzML,2.0428915,0.7003901,3.1824546,-1.0495738,4.601033,17.322233
F088_210524_M462_097.mzML,-0.17676218,1.1786364,-0.37332696,-2.052525,-5.304945,3.031121
F088_210802_M462_273.mzML,0.4408456,3.3458357,0.16661513,-0.3803554,9.256045,0.47232324
YW_200319_M431_281.mzML,0.8919302,-2.1434999,1.9831852,-0.17544708,4.777378,18.527895
B8_WU350-315_d0_polar_pos.mzML,-0.7718381,0.44170138,-0.96994644,1.1185026,9.19039,-3.3452973
F088_210524_M462_057.mzML,-0.37847215,0.82431334,-0.5672566,-2.016001,-5.309625,3.0455425
YW_200318_M431_005.mzML,0.54053473,-3.626443,2.2948937,0.48193312,4.6559033,18.549078
YW_200302_M431_013.mzML,2.2332785,0.60132,2.8380544,-1.0779228,4.5852113,17.330381
B8_WU350-351_d0_polar_pos.mzML,-1.5520426,0.14674482,-1.4098153,1.4552293,9.129402,-3.9979315
YW_200305_M431_141.mzML,2.386254,0.22906634,2.3836696,-0.855048,4.57271,17.280714
F088_210524_M462_215.mzML,0.473505,2.477775,-0.33639672,-1.6168143,9.834427,-0.079595566
F088_210524_M462_053.mzML,0.10130967,1.483081,-0.46063572,-2.1711419,-5.2997794,3.020923
batch10/KL_200518_M436_183.mzML,2.2984893,0.90836495,-1.0440642,-1.2640791,-4.2193947,7.4316463
batch10/KL_200518_M436_191.mzML,2.4103649,0.88757837,-1.1207805,-1.2989073,-4.2196183,7.4312124
batch1/KL_200505_M436_147.mzML,3.0570936,0.17332536,-1.7214279,-1.4261413,-4.190398,7.7971754
YW_200227_M431_143.mzML,2.1245377,-0.27844575,1.9685878,-0.7040391,4.579193,17.5286
B8_WU350-322_d3_polar_pos.mzML,-1.3799447,0.29908037,-1.419799,1.6192659,9.107207,-3.9329917
YW_200302_M431_015.mzML,1.9416596,0.51315457,2.8745205,-0.82591015,4.5923448,17.314941
YW_200224_M431_287.mzML,1.1318847,-1.1161656,2.4229634,-0.19653918,5.411969,16.408974
batch9/KL_200516_M436_003.mzML,0.98941916,-0.046853967,-0.86734176,-1.8250644,-3.7306924,8.650785
YW_200227_M431_013.mzML,1.9180602,-0.62126577,1.6596988,-0.4976308,4.6425133,17.744991
F088_210726_M462_007.mzML,-0.23037775,1.9477938,0.22801141,-0.5111532,9.142604,0.47773728
F088_210524_M462_269.mzML,0.43087295,2.2566001,-0.37785333,-1.7887139,9.812359,-0.15723665
batch1/KL_200505_M436_003.mzML,0.94432664,-0.36953372,-0.9041363,-1.4148855,-3.6501162,8.862858
YW_200304_M431_275.mzML,2.08598,-0.03999483,2.0717595,-0.6919264,4.5562644,17.432665
B8_WU350-350_d0_polar_pos.mzML,-1.464534,0.26978827,-1.466572,1.696809,9.118288,-3.9712832
B8_WU350-336_d0_polar_pos.mzML,-1.5661201,0.18305033,-1.5595032,1.6060092,9.1362915,-4.02563
B6_WU350-176_d14_polar_pos.mzML,-0.37451467,1.2429951,1.4241005,-0.8883763,11.10433,-8.394818
B9_WU350-393_d7_polar_pos.mzML,-0.1939138,1.4817456,1.2028595,-0.86063546,11.131295,-8.43049
YW_200320_M431_015.mzML,0.9776519,-2.1705246,1.9461839,-0.2200114,4.7803173,18.518204
YW_200226_M431_285.mzML,1.4476802,-0.8051359,2.1919482,-0.3190301,5.397724,16.421822
YW_200227_M431_017.mzML,1.9865524,-0.20266081,1.941363,-0.612039,4.580401,17.583355
F088_210809_M462_001.mzML,0.75704753,2.9356236,0.20881702,-0.23789357,9.229429,0.5198856
YW_200227_M431_279.mzML,1.9508278,-0.3775037,1.9363881,-0.59332263,4.608039,17.65348
YW_200304_M431_279.mzML,1.8387289,-0.53051144,1.8597825,-0.48174176,4.6283274,17.786049
B8_WU350-331_d3_polar_pos.mzML,-1.3271039,0.30572292,-1.3343699,1.53155,9.100984,-3.8776033
YW_200305_M431_143.mzML,2.3906474,0.33737984,2.4279358,-1.0594157,4.537962,17.33494
batch10/KL_200518_M436_115.mzML,0.97074026,1.1140732,-0.2923532,-2.0166924,4.243887,15.729843
B8_WU350-305_d14_polar_pos.mzML,-1.6260606,0.15822546,-1.5314873,1.5887324,9.14068,-4.041517
B8_WU350-336_d7_polar_pos.mzML,-0.47119674,0.4614592,-0.07921983,0.37442333,8.227213,6.133896
F088_210524_M462_273.mzML,0.05113811,1.7635229,-0.43683165,-1.7715409,9.745759,-0.23456824
F088_210524_M462_087.mzML,0.34937152,2.2111368,-0.44928572,-1.7198384,9.815165,-0.19090529
YW_200226_M431_279.mzML,1.6569674,-0.9000444,1.5889047,-0.3406072,4.605004,17.932121
YW_200304_M431_149.mzML,1.9607611,-0.21914998,2.2983773,-0.44105688,4.6009007,17.668455
YW_200227_M431_015.mzML,2.1333902,-0.10319707,1.973994,-0.7788868,4.5571027,17.455128
B8_WU350-344_d0_polar_pos.mzML,-1.3092436,0.29285946,-1.3979871,1.4367669,9.09594,-3.8628402
B8_WU350-326_d0_polar_pos.mzML,-0.037441485,0.46461558,0.29990694,-0.29940155,6.512788,4.8889894
YW_200227_M431_277.mzML,2.1935725,-0.14528346,2.0246987,-0.6946513,4.561464,17.447147
F088_210524_M462_095.mzML,-0.07978983,1.2866642,-0.36810702,-1.9505724,-5.302957,3.0247579
YW_200302_M431_287.mzML,1.3231874,-0.78530115,2.0552897,-0.3326928,5.405921,16.414726
B8_WU350-316_d3_polar_pos.mzML,-0.23357023,0.8052995,0.7649098,-0.46212566,10.730395,-8.229842
batch10/KL_200518_M436_215.mzML,2.3938038,0.9243608,-1.0775046,-1.2872405,-4.2247076,7.4068136
YW_200318_M431_003.mzML,0.57014775,-3.282869,2.0471194,0.26388007,4.6299376,18.551788
F088_210524_M462_039.mzML,-0.17433147,0.9635154,-0.4303886,-2.0443556,-5.3065195,3.0428798
B8_WU350-327_d3_polar_pos.mzML,-1.3205168,0.23145536,-1.3516127,1.3568238,9.087174,-3.8063521
F088_210726_M462_271.mzML,-0.13434729,2.2164137,0.22747219,-0.53466773,9.165446,0.46255988
YW_200302_M431_277.mzML,1.6299517,-0.4068817,1.9476769,-0.36432257,4.6194067,17.776842
YW_200226_M431_287.mzML,1.5430852,-0.3008514,2.2595642,-0.36741957,5.3200607,16.486609
YW_200320_M431_281.mzML,1.2548962,-1.5875524,2.2437425,-0.21464092,5.413269,16.40794
YW_200320_M431_273.mzML,0.96881574,-2.6138873,2.1176553,0.052639216,4.7321024,18.536863
batch10/KL_200518_M436_231.mzML,2.9256296,0.96418136,-1.2419801,-1.3010412,-4.233731,7.425263
F088_210524_M462_029.mzML,-0.05123362,1.3255436,-0.4409785,-2.0813758,-5.3030653,3.0247533
F088_210524_M462_041.mzML,-0.3498985,0.9531323,-0.5083916,-1.9579247,-5.309641,3.044892
YW_200320_M431_285.mzML,1.556087,-0.7386839,2.2098374,-0.38437104,5.406762,16.410437
YW_200320_M431_287.mzML,1.325705,-1.4176905,2.0824409,-0.36532637,5.4082885,16.412416
B8_WU350-305_d3_polar_pos.mzML,-0.94095707,0.51597124,-1.0324394,1.2667403,9.1518135,-3.430831
B8_WU350-324_d0_polar_pos.mzML,-1.6730132,0.21052061,-1.6557786,1.6471437,9.172663,-4.1034856
B8_WU350-304_d0_polar_pos.mzML,-0.054459073,0.37035185,0.29069665,0.06631469,6.7961206,4.9274445
B8_WU350-352_d0_polar_pos.mzML,-1.2978668,0.3225271,-1.3298575,1.4120523,9.096704,-3.8229225
YW_200301_M431_149.mzML,1.8978971,-0.40341046,2.118568,-0.43921858,4.614755,17.718576
B8_WU350-343_d3_polar_pos.mzML,-1.3219829,0.25543892,-1.3320494,1.4212749,9.094925,-3.8681967
YW_200320_M431_149.mzML,1.4339578,-0.7620175,2.4898076,-0.48200342,4.751777,18.285015
B8_WU350-280_d28_polar_pos.mzML,-1.2240595,0.30122468,-1.3171028,1.3842584,9.088731,-3.7455814
B8_WU350-355_d3_polar_pos.mzML,-0.29147705,0.6606807,0.7865428,-0.44932193,10.738355,-8.239768
B8_WU350-329_d0_polar_pos.mzML,-0.59071434,0.38676685,-0.9202974,0.9191926,9.189457,-3.3164184
B8_WU350-317_d3_polar_pos.mzML,-0.24388358,0.32422796,-0.242584,0.503177,8.136921,6.268312
YW_200226_M431_277.mzML,1.8210261,-0.53894544,1.6913636,-0.46129405,4.632974,17.7583
B8_WU350-149_d84_polar_pos.mzML,-1.397501,0.2984084,-1.2728465,1.4254392,9.095108,-3.8705697
YW_200302_M431_273.mzML,1.7447983,-0.7204919,1.5847348,-0.46060795,4.6305304,17.808578
batch10/KL_200518_M436_227.mzML,2.7000632,2.1719441,0.5043186,-2.102416,4.3799624,15.902097
batch13/VT_200829_M436_277.mzML,-1.7968543,-3.450395,-2.8128827,-2.0866926,-4.86257,10.23112
B8_WU350-309_d0_polar_pos.mzML,-1.325989,0.20766515,-1.3608053,1.4638175,9.099941,-3.8955877
B8_WU350-334_d0_polar_pos.mzML,-1.0693055,0.4698507,-1.0543754,1.3782701,9.101323,-3.5353637
batch10/KL_200518_M436_111.mzML,0.79520345,0.74142855,-0.7874014,-1.759732,-3.7510486,8.398457
YW_200320_M431_277.mzML,1.2543423,-1.4300452,2.255874,-0.28971338,5.4098363,16.410238
B6_WU350-205_d7_polar_pos.mzML,-0.41204122,-0.016949043,-0.28450376,0.6199226,8.409799,6.214818
batch1/KL_200505_M436_155.mzML,3.0395815,0.10843175,-1.7106588,-1.441591,-4.182787,7.824479
batch1/KL_200505_M436_287.mzML,1.6019241,0.30393896,-1.4376398,-2.0313041,-4.050961,9.231956
batch10/KL_200518_M436_163.mzML,1.2744092,1.174506,-0.20413502,-2.0344744,4.2783165,15.7690325
B8_WU350-336_d3_polar_pos.mzML,-1.5083476,0.2350378,-1.4219701,1.5847579,9.120081,-3.9823794
B8_WU350-320_d3_polar_pos.mzML,-1.1587718,0.37163886,-1.2694575,1.3498384,9.095298,-3.652526
YW_200227_M431_281.mzML,1.8077404,-0.5163158,1.8991841,-0.45959538,4.6273212,17.768509
batch12/VT_200827_M436_009.mzML,1.1099019,-1.5488366,-0.23343249,-1.6576056,-2.5641885,9.423672
YW_200302_M431_281.mzML,1.6364801,-0.09877825,2.184003,-0.48023337,4.608048,17.692898
YW_200301_M431_147.mzML,2.2064764,0.16002165,2.3370821,-0.71565807,4.563802,17.327076
batch1/KL_200505_M436_283.mzML,2.2860813,0.038751062,-1.4898655,-1.3709325,-4.1268587,7.9003663
batch1/KL_200505_M436_013.mzML,0.96084815,-0.3032036,-1.1873398,-1.837223,-4.056284,9.168357
B8_WU350-041_d84_polar_pos.mzML,-1.5599707,0.12369345,-1.5682473,1.6446451,9.140553,-4.0418205
batch19/VT_200906_M436_005.mzML,1.4614439,-0.1688876,-0.7800499,-1.457822,-3.843001,9.493682
YW_200224_M431_003.mzML,1.2873638,-0.7588459,2.3557706,-0.24490461,5.3939095,16.424437
YW_200319_M431_277.mzML,1.0803368,-2.6024404,1.9195324,-0.23025757,4.7184544,18.538061
B8_WU350-351_d3_polar_pos.mzML,-0.36429775,0.3601278,0.16352338,0.059521347,8.037604,5.745839
YW_200302_M431_141.mzML,2.2555425,0.07824832,2.1390243,-0.7976437,4.5595617,17.37097
F088_210728_M462_271.mzML,-0.07721662,2.1286652,0.14674231,-0.3336828,9.135907,0.48912925
batch20/VT_200907_M436_001.mzML,0.77546203,-2.038497,0.080212,-1.8032199,-2.4760206,9.138231
batch11/VT_200826_M436_011.mzML,-1.068134,-1.5722451,-1.6935475,-1.667538,-4.8416023,10.188182
YW_200302_M431_149.mzML,2.103598,0.38911355,2.6035867,-0.86743695,4.5832233,17.333357
YW_200305_M431_037.mzML,2.898692,-0.11966427,1.52842,-2.4977648,8.059646,16.851662
B8_WU350-341_d3_polar_pos.mzML,-0.9654574,0.5078794,-1.0215322,1.2778909,9.156273,-3.4290783
F088_210801_M462_279.mzML,0.5268969,3.0412729,0.092962705,-0.49155554,9.27942,0.4433291
B8_WU350-353_d0_polar_pos.mzML,-1.2433232,0.33464858,-1.2781496,1.3976445,9.092981,-3.7170358
B9_WU350-394_d3_polar_pos.mzML,-0.28074697,1.7977035,1.9483501,-1.3787539,11.586518,-8.555111
batch13/VT_200829_M436_013.mzML,-0.865743,-1.8843004,-2.2485478,-1.6405066,-4.7746205,10.1704235
batch1/KL_200505_M436_021.mzML,0.4882285,-0.5451883,-0.98916006,-1.9805008,-4.12647,9.181447
B8_WU350-327_d0_polar_pos.mzML,-1.555391,0.1656611,-1.5876199,1.5471565,9.141673,-4.0379677
YW_200227_M431_145.mzML,1.8819506,-0.4046401,2.0982394,-0.42677858,4.6126876,17.707722
B9_WU350-372_d0_polar_pos.mzML,0.0048091826,2.2354746,1.9437497,-1.5312525,11.684638,-8.622904
B8_WU350-173_d84_polar_pos.mzML,-0.73502296,0.49305817,-0.919684,1.0811768,9.190679,-3.3384857
B8_WU350-303_d0_polar_pos.mzML,-0.8941098,0.5277608,-0.8907491,1.140443,9.199301,-3.3379068
YW_200304_M431_141.mzML,1.7856387,-0.5296508,1.9898031,-0.4036064,4.6204557,17.743366
YW_200301_M431_009.mzML,1.88226,-0.5302064,1.7315079,-0.5213701,4.6351423,17.755655
YW_200301_M431_011.mzML,2.0954869,-0.049354516,1.9735763,-0.8041131,4.543407,17.432646
B8_WU350-321_d0_polar_pos.mzML,-0.77138484,0.40718135,-0.87236345,1.0104777,9.187151,-3.3173254
batch9/KL_200516_M436_009.mzML,1.8495859,0.18171166,-1.1502508,-2.3993628,-3.922115,9.087487
B8_WU350-339_d3_polar_pos.mzML,-1.9116118,0.070227735,-1.8524011,1.7881131,9.149484,-4.055356
F088_210524_M462_071.mzML,-1.2568947,-1.2132026,-0.30568802,0.8142377,15.232612,14.001279
YW_200226_M431_275.mzML,1.609383,-1.3276626,1.5056243,-0.41399515,4.5326915,18.161282
batch10/KL_200518_M436_235.mzML,2.4629405,2.153576,0.48017853,-2.001775,4.3708553,15.892831
B8_WU350-313_d0_polar_pos.mzML,-1.1106745,0.36805564,-1.2240345,1.4239932,9.094168,-3.6349082
YW_200304_M431_143.mzML,1.6586915,-0.80376375,1.9403137,-0.4069505,4.627831,17.870762
batch1/KL_200505_M436_279.mzML,1.0136993,0.17511553,-1.3588195,-1.6837921,-4.1077228,9.246466
batch21/VT_200909_M436_009.mzML,1.0777189,-2.0642471,-0.19791037,-1.5677266,-2.3072965,9.320823
batch2/KL_200507_M436_277.mzML,2.4498796,0.017317085,-1.4905424,-1.1290118,-4.1694255,7.838517
batch11/VT_200826_M436_019.mzML,-0.7696608,-1.6155096,-2.004927,-1.5502898,-4.808196,10.158042
B8_WU350-354_d0_polar_pos.mzML,-0.0028214736,0.40998092,0.12271036,-0.017551892,6.7862496,4.7618265
batch19/VT_200906_M436_281.mzML,2.574091,-0.20061108,-1.4052776,-1.1109722,-3.2533226,10.650498
B5_WU350-117_d28_polar_pos.mzML,-0.9856599,0.1287626,-0.86539084,1.2931992,9.039012,-3.316959
batch2/KL_200507_M436_145.mzML,0.6803728,-0.1510605,-1.5967067,-1.6356055,-4.2396517,9.363087
F088_210806_M462_001.mzML,1.063821,3.9715796,0.22125185,0.14084786,9.357027,0.72497636
YW_200302_M431_275.mzML,1.5906751,-0.6343875,1.750163,-0.39976284,4.6526523,17.771107
batch21/VT_200909_M436_001.mzML,0.7677195,-2.1530607,0.074309,-1.8170617,-2.4355507,9.155295
batch13/VT_200829_M436_005.mzML,-1.4834428,-2.476924,-2.2424436,-1.8200995,-4.837917,10.202867
B8_WU350-254_d28_polar_pos.mzML,-0.24279372,0.35603487,0.0071709,0.0826626,6.496661,4.8502927
batch10/KL_200518_M436_131.mzML,1.998618,1.6900636,0.090045266,-2.0406046,4.341162,15.853256
batch10/KL_200518_M436_123.mzML,1.6979476,1.5752922,0.08323129,-1.9673777,4.3312783,15.839977
batch17/VT_200904_M436_017.mzML,2.4524832,-0.16757886,-1.3669451,-0.99632514,-3.2387712,10.6823225
YW_200226_M431_145.mzML,1.4752067,-1.8632957,1.6134038,-0.3291861,4.5219955,18.409534
B8_WU350-346_d0_polar_pos.mzML,-0.43461302,0.4436878,-0.25627372,0.49722296,8.249427,6.1612973
batch8/KL_200515_M436_007.mzML,1.901788,0.0022935867,-1.3683771,-1.3530306,-4.053504,8.011815
YW_200320_M431_013.mzML,0.9825603,-2.1909757,1.800602,-0.16689497,4.7266936,18.536024
B8_WU350-301_d0_polar_pos.mzML,-0.7507739,0.51543,-0.8349231,1.0982815,9.1901045,-3.3369687
B9_WU350-391_d7_polar_pos.mzML,0.075262025,2.1083012,1.8988495,-1.4347408,11.653242,-8.605718
YW_200226_M431_009.mzML,1.0773364,-2.2989764,1.6003219,-0.22965181,4.565241,18.536406
batch2/KL_200507_M436_009.mzML,0.38508087,-0.3250277,-1.3953046,-1.6109674,-4.275955,9.3961315
B8_WU350-340_d0_polar_pos.mzML,-0.999896,0.40010646,-1.0459495,1.1968157,9.118094,-3.4409287
YW_200319_M431_019.mzML,1.2256925,-2.133108,1.6719885,1.103279,0.64450926,-3.512104
YW_200320_M431_009.mzML,1.0386556,-2.4967213,1.8669624,-0.0014859363,4.5792155,18.556963
YW_200226_M431_271.mzML,1.6328641,-0.9570211,1.522774,-0.39397594,4.5942554,17.950752
batch11/VT_200826_M436_007.mzML,0.675231,-3.486246,0.15835363,-1.9721712,-1.1256789,9.204071
batch19/VT_200906_M436_001.mzML,0.8411363,-1.4530758,-0.12231044,-1.7896658,-2.5722747,9.125191
YW_200224_M431_015.mzML,1.3078978,-1.8701966,1.5253711,-0.38082638,4.502781,18.412477
YW_200319_M431_115.mzML,2.0064852,-0.3445716,0.9264072,-1.7524278,8.076362,16.839928
B8_WU350-317_d0_polar_pos.mzML,-0.1244464,0.92066216,0.75668293,-0.61846024,10.820405,-8.282618
batch10/KL_200518_M436_211.mzML,2.191326,1.9291011,0.30124903,-1.894515,4.361277,15.877436
batch2/KL_200507_M436_281.mzML,0.5794826,-0.2365512,-1.5865558,-1.5728561,-4.2610803,9.37953
B8_WU350-302_d0_polar_pos.mzML,-0.61197245,0.426265,-0.8044423,0.90803456,9.21784,-3.3134036
B8_WU350-264_d28_polar_pos.mzML,-1.3356558,0.3354803,-1.3651032,1.4657537,9.098877,-3.867233
batch13/VT_200829_M436_001.mzML,0.6321805,-4.69364,0.28471014,-2.3197126,-0.9537529,9.194342
batch14/VT_200830_M436_001.mzML,0.6736578,-4.9169087,0.29883215,-2.3022122,-0.9578506,9.192869
YW_200302_M431_145.mzML,1.9694476,0.07471773,2.3075452,-0.7171816,4.5596447,17.414778
YW_200224_M431_011.mzML,1.4014442,-1.5801536,1.4431603,-0.33726928,4.5068393,18.366322
YW_200227_M431_149.mzML,1.5389733,-1.0872494,1.8605614,-0.30587688,4.615444,17.977207
batch10/KL_200518_M436_033.mzML,1.5659987,1.1707389,-0.7090199,-1.714189,1.7332828,12.052445
batch12/VT_200827_M436_013.mzML,-0.562856,-1.2095145,-1.8381882,-1.535631,-4.7186384,10.032778
F088_210524_M462_047.mzML,-0.27493933,-0.03994166,-0.18567796,0.32868522,7.941184,6.2477074
batch18/VT_200905_M436_145.mzML,1.1044552,-1.0748905,-0.12103187,-1.6222928,-2.91971,9.475443
B6_WU350-255_d0_polar_pos.mzML,-0.91960263,0.00061351806,-0.68195254,1.2896745,9.003965,-3.142589
B7_WU350-255_d7_polar_pos.mzML,-1.113253,0.068420425,-0.8301638,1.4579716,9.017399,-3.286822
batch10/KL_200518_M436_171.mzML,2.1300678,1.863864,0.33044752,-1.9518166,4.3675804,15.913907
YW_200227_M431_147.mzML,1.6350161,-1.0871991,1.7625456,-0.38956773,4.6067667,17.961163
YW_200224_M431_141.mzML,1.4962531,-1.493438,1.5559198,-0.37526935,4.512165,18.263418
F088_210524_M462_069.mzML,-0.80663913,-0.6444162,-0.3946428,0.84487545,15.338739,13.948469
B9_WU350-376_d14_polar_pos.mzML,0.14162745,2.563318,2.1355016,-1.7433228,11.663815,-8.641934
batch17/VT_200904_M436_001.mzML,0.7798313,-3.5161796,0.29631266,-1.9411454,-1.0952858,9.204617
batch17/VT_200904_M436_013.mzML,0.068534955,-0.6745584,-1.5306853,-1.3272798,-4.5557413,9.777164
batch12/VT_200827_M436_149.mzML,-0.43711466,-1.05671,-1.7091789,-1.5921226,-4.6577716,9.960382
YW_200224_M431_279.mzML,1.3118696,-1.7296964,1.5835147,-0.24012864,4.519298,18.396685
batch12/VT_200827_M436_145.mzML,1.1123997,-1.3563392,-0.14851785,-1.6634272,-2.7776816,9.458193
YW_200226_M431_149.mzML,1.4676086,-1.7421763,1.5337836,-0.3617838,4.50819,18.361776
batch11/VT_200826_M436_155.mzML,-0.698585,-1.4615234,-2.036724,-1.6322552,-4.8006954,10.14681
batch11/VT_200826_M436_291.mzML,-1.5683823,-2.6719978,-2.2046578,-1.8563395,-4.8383107,10.2096615
batch2/KL_200507_M436_149.mzML,2.0848079,-0.025371075,-1.4383322,-1.1840538,-4.116421,7.905311
YW_200226_M431_015.mzML,1.170789,-2.0212984,1.6894209,-0.28173518,4.548523,18.478933
YW_200224_M431_007.mzML,1.2982861,-1.9940329,1.5738499,-0.20763525,4.539076,18.479498
batch11/VT_200826_M436_283.mzML,-0.7404457,-1.5108557,-2.0021706,-1.722596,-4.7971497,10.14515
batch23/VT_200912_M436_001.mzML,0.6880718,-3.775121,0.24072784,-1.9513817,-1.0452013,9.196814
YW_200226_M431_147.mzML,1.4488332,-1.5393689,1.542656,-0.34956056,4.494446,18.307846
batch12/VT_200827_M436_273.mzML,1.1668625,-1.3099784,-0.17113675,-1.7341706,-2.7747583,9.458265
YW_200319_M431_275.mzML,0.93651384,-2.906807,2.0009751,-0.040464293,4.6016417,18.558987
B8_WU350-305_d0_polar_pos.mzML,-1.1352326,0.41955635,-1.1633326,1.4123955,9.09691,-3.571828
YW_200224_M431_281.mzML,1.221902,-2.1395075,1.5927482,-0.26145983,4.5448184,18.483807
YW_200224_M431_277.mzML,1.2370795,-1.9296273,1.5316181,-0.28731358,4.5335426,18.45444
YW_200226_M431_011.mzML,1.0497684,-2.4611104,1.6847148,-0.073111765,4.576395,18.553846
batch6/KL_200513_M436_017.mzML,1.3816096,0.17305568,-1.4230835,-1.8068564,-4.128412,9.268461
YW_200226_M431_153.mzML,2.8820772,0.2231342,1.7183934,-2.8627236,8.040488,16.851583
batch14/VT_200830_M436_149.mzML,-0.22749817,-0.77226985,-1.6161989,-1.4302238,-4.6039324,9.874203
batch3/KL_200508_M436_141.mzML,2.6942444,0.07021648,-1.7251762,-1.3573865,-4.1949525,7.80196
B8_WU350-348_d0_polar_pos.mzML,-1.8474375,-0.07736642,-1.8799977,1.8307843,9.151167,-4.057963
batch10/KL_200518_M436_203.mzML,2.7970068,2.408922,0.80679816,-2.177898,4.383698,15.906257
batch13/VT_200829_M436_273.mzML,1.0693635,-2.417867,-0.16591203,-1.5693698,-2.2498457,9.324568
YW_200224_M431_271.mzML,1.1968848,-2.685801,1.9140412,0.064431384,4.5783896,18.551731
batch13/VT_200829_M436_281.mzML,0.73694664,-2.985097,0.2546391,-1.8607038,-1.2781792,9.202915
YW_200226_M431_143.mzML,1.6217071,-1.112139,1.6600157,-0.33356035,4.582249,17.969254
batch4/KL_200510_M436_017.mzML,2.0225868,0.32493287,-1.7248771,-2.2557588,-4.0555654,9.242949
batch21/VT_200909_M436_277.mzML,0.78184086,-0.33776692,-1.1643412,-1.5999058,-4.3570175,9.32761
batch12/VT_200827_M436_005.mzML,-1.2402056,-1.8250487,-1.7839377,-1.8367181,-4.848064,10.197977
batch6/KL_200513_M436_141.mzML,1.4967148,-0.10318093,-1.2184275,-1.2021711,-4.03944,8.047228
batch10/KL_200518_M436_035.mzML,2.287505,1.9959642,0.36185518,-1.8683889,4.3580394,15.876145
batch1/KL_200505_M436_291.mzML,0.86440617,-0.24675253,-0.9645936,-1.6872693,-3.6755152,8.703206
batch13/VT_200829_M436_141.mzML,-0.8019802,-1.6282595,-2.2989094,-1.5464034,-4.803745,10.157091
batch2/KL_200507_M436_141.mzML,2.0581155,-0.02776675,-1.4850677,-1.1624645,-4.0926757,7.944916
batch12/VT_200827_M436_281.mzML,1.0770273,-1.4175029,-0.28621116,-1.6609844,-2.755931,9.4545765
B5_WU350-154_d14_polar_pos.mzML,-0.050608367,0.3031392,0.09606971,-0.012206136,6.2207923,4.7546616
batch22/VT_200910_M436_149.mzML,0.5636713,-0.46266937,-1.2005622,-1.5232664,-4.4257193,9.377811
batch10/KL_200518_M436_105.mzML,1.7856034,1.2602149,-0.6022464,-2.1174848,1.7477756,12.045709
YW_200320_M431_143.mzML,1.5877429,-0.8699084,1.8054854,-0.3904264,4.670735,17.942518
batch13/VT_200829_M436_009.mzML,1.040765,-2.8735602,-0.20696394,-1.6984695,-2.2275329,9.322015
