number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout_rate,params_finetune_epochs,params_finetune_lr,params_latent_size,params_num_hidden_layers,params_pretrain_adv_weight,params_pretrain_epochs,params_pretrain_lr,user_attrs_Hold Out Test Finetune AUC,user_attrs_Hold Out Test Rand AUC,user_attrs_finetune AUC avg,user_attrs_finetune AUC std,user_attrs_number of input peaks,user_attrs_pretrain Adv AUC,user_attrs_pretrain Head AUC,user_attrs_rand AUC avg,user_attrs_rand AUC std,user_attrs_reconstruction loss,state
52,0.8389047682285309,2024-03-14 07:16:22,2024-03-14 07:24:34,0 days 00:08:12,tanh,0.2,47,0.002468078163530131,51,5,0.9864305076277359,63,0.009931555867846118,0.8122171759605408,0.9079939126968384,0.8389047682285309,0.0281382176197956,2736,0.7287139296531677,,0.867071412007014,0.01678478867041322,0.6615475416183472,COMPLETE
53,0.8728452225526174,2024-03-14 07:24:34,2024-03-14 07:29:47,0 days 00:05:13,tanh,0.1,30,0.0017537338908484394,79,5,1.635420553308922,498,0.00016814179879645968,0.9012066125869751,0.8921568393707275,0.8728452225526174,0.011040849833890087,2736,0.6221634745597839,,0.8722023745377858,0.01582753611355855,0.546593427658081,COMPLETE
54,0.877261886994044,2024-03-14 07:29:47,2024-03-14 07:35:17,0 days 00:05:30,tanh,0.30000000000000004,38,0.0011349366264690407,41,4,0.7068425384734269,16,0.00010117355202325298,0.8929109573364258,0.9079939126968384,0.877261886994044,0.010772201585922809,2736,0.5234151482582092,,0.8709642668565114,0.009645555976889795,0.5632979273796082,COMPLETE
55,0.8660833338896433,2024-03-14 07:35:17,2024-03-14 07:40:45,0 days 00:05:28,tanh,0.1,37,0.0006511017639655497,39,4,0.5994658068379792,12,0.0002513768009864611,0.9012067317962646,0.9012066125869751,0.8660833338896433,0.0075977131170512835,2736,0.6142704486846924,,0.8645238180955251,0.009372907274012299,0.5943395495414734,COMPLETE
56,0.870321410894394,2024-03-14 07:40:45,2024-03-14 07:44:48,0 days 00:04:03,tanh,0.2,25,0.001576182604281136,10,4,0.2520269488535825,16,0.0001266583057093129,0.8951733112335205,0.9019607305526733,0.870321410894394,0.010948372576001078,2736,0.4885982871055603,,0.868452380100886,0.01246196170443795,0.6107679009437561,COMPLETE
57,0.8725476165612539,2024-03-14 07:44:48,2024-03-14 07:50:29,0 days 00:05:41,tanh,0.30000000000000004,49,0.0020138477774078586,16,3,0.7451394739932827,21,0.00015173324303639044,0.8996983170509338,0.8951734304428101,0.8725476165612539,0.012446055657728156,2736,0.5380978584289551,,0.8745595256487528,0.01548717773988245,0.600020170211792,COMPLETE
58,0.8368452390034994,2024-03-14 07:50:30,2024-03-14 07:54:12,0 days 00:03:42,leakyrelu,0.30000000000000004,20,0.0009301625499188002,28,4,0.4556252807514746,24,0.00034336285850529983,0.8966817259788513,0.8785821199417114,0.8368452390034994,0.015727033035228894,2736,0.9334684014320374,,0.8472976128260294,0.01561268529592746,0.6133424043655396,COMPLETE
59,0.8744761943817139,2024-03-14 07:54:12,2024-03-14 08:02:42,0 days 00:08:30,tanh,0.2,68,0.0012487692384023721,60,3,0.3350717736824398,18,0.00018430356845742846,0.8951734304428101,0.890648603439331,0.8744761943817139,0.01032701897846333,2736,0.5929004549980164,,0.8749285658200582,0.007987772664221869,0.5561083555221558,COMPLETE
60,0.8593809525171916,2024-03-14 08:02:42,2024-03-14 08:09:00,0 days 00:06:18,sigmoid,0.1,40,0.0007419785099994317,22,4,2.000571464876638,31,0.0002260148350986536,0.9012066125869751,0.9215686321258545,0.8593809525171916,0.006720193356292615,2736,0.6365053057670593,,0.856511918703715,0.004927779717445112,0.5813090801239014,COMPLETE
61,0.8708452224731446,2024-03-14 08:09:00,2024-03-14 08:14:34,0 days 00:05:34,tanh,0.30000000000000004,37,0.0010977301809684298,48,5,1.3774235582369445,11,0.0001035231782206978,0.8853694796562195,0.8929110765457153,0.8708452224731446,0.011097314700492529,2736,0.5288660526275635,,0.8697261949380238,0.007648014684679072,0.5748882293701172,COMPLETE
62,0.874357130130132,2024-03-14 08:14:34,2024-03-14 08:19:43,0 days 00:05:09,tanh,0.30000000000000004,32,0.0015512989388320724,55,4,0.9930156117165077,49,0.00011671935672390644,0.9004524946212769,0.88310706615448,0.874357130130132,0.012655625669470353,2736,0.5323213338851929,,0.8732738057772319,0.011597369962900604,0.5735023617744446,COMPLETE
63,0.8762023707230886,2024-03-14 08:19:43,2024-03-14 08:27:07,0 days 00:07:24,tanh,0.30000000000000004,58,0.0012863461166748476,41,5,1.1997413146175362,234,0.00014057923697902364,0.8914027214050293,0.8853695392608643,0.8762023707230886,0.01003161548138392,2736,0.5148237943649292,,0.8716904560724894,0.014028619290127452,0.6164036393165588,COMPLETE
64,0.879321402311325,2024-03-14 08:27:07,2024-03-14 08:34:17,0 days 00:07:10,tanh,0.4,56,0.0027643424516147854,40,5,1.2343286727864167,236,0.00014070937063981117,0.918552041053772,0.8665157556533813,0.879321402311325,0.013269949601605765,2736,0.5383025407791138,,0.8720357060432434,0.01747815329881252,0.6062380075454712,COMPLETE
65,0.8677023788293202,2024-03-14 08:34:17,2024-03-14 08:42:16,0 days 00:07:59,tanh,0.4,60,0.003533049579212676,4,5,0.5848848800799595,172,0.0001365185079275727,0.9166666269302368,0.9147812724113464,0.8677023788293202,0.016666665723063162,2736,0.5110733509063721,,0.8650119026501973,0.02359731570038181,0.6654457449913025,COMPLETE
66,0.8725833098093668,2024-03-14 08:42:16,2024-03-14 08:52:04,0 days 00:09:48,tanh,0.4,81,0.002890933654874371,40,5,1.2110507504636097,224,0.0002631767031071878,0.9034690856933594,0.8914027214050293,0.8725833098093668,0.016586362093160296,2736,0.5641974210739136,,0.8780714074770609,0.020705377779293127,0.6485594511032104,COMPLETE
67,0.8691071510314942,2024-03-14 08:52:04,2024-03-14 08:58:01,0 days 00:05:57,tanh,0.4,53,0.004296556295670446,6,5,0.8629427523494516,144,0.0010653187039021976,0.9072397351264954,0.9219457507133484,0.8691071510314942,0.018095717727794863,2736,0.5249597430229187,,0.868880961338679,0.018881499734543096,0.6690678000450134,COMPLETE
68,0.8700833340485891,2024-03-14 08:58:01,2024-03-14 09:11:20,0 days 00:13:19,tanh,0.2,124,0.0023145267846670604,32,5,0.20821572179976133,242,0.00017375725728412678,0.9000754356384277,0.9049773812294006,0.8700833340485891,0.0234463830293265,2736,0.5399618744850159,,0.8653809388478597,0.02412885740187467,0.5797019600868225,COMPLETE
69,0.8601666609446208,2024-03-14 09:11:20,2024-03-14 09:14:04,0 days 00:02:44,tanh,0.4,9,0.0019674946685471558,36,1,1.5067026131548926,104,0.00193947101442263,0.9140271544456482,0.9034690260887146,0.8601666609446208,0.02190245211791682,2736,0.6386934518814087,,0.868404750029246,0.011950408626835399,0.588097095489502,COMPLETE
70,0.8680119117101034,2024-03-14 09:14:04,2024-03-14 09:21:03,0 days 00:06:59,tanh,0.2,47,0.0036626544928916927,86,5,1.1701049188965562,15,0.00021056281785463807,0.8763197660446167,0.871417760848999,0.8680119117101034,0.018401391100390758,2736,0.6650213599205017,,0.8712976257006327,0.015434325602958111,0.5320913195610046,COMPLETE
71,0.8730714182058971,2024-03-14 09:21:04,2024-03-14 09:28:30,0 days 00:07:26,tanh,0.30000000000000004,59,0.0027801342232643238,43,4,1.8018227840901255,318,0.00014243922233445457,0.9019608497619629,0.882352888584137,0.8730714182058971,0.02334095946496382,2736,0.5370537638664246,,0.8750952263673146,0.018350088834475226,0.6095864176750183,COMPLETE
72,0.8745952248573303,2024-03-14 09:28:30,2024-03-14 09:34:42,0 days 00:06:12,tanh,0.30000000000000004,44,0.0013749491787633467,46,4,2.940647137133058,381,0.00016347251350718644,0.9000754356384277,0.8951734900474548,0.8745952248573303,0.011927623750509483,2736,0.5630422830581665,,0.8758095284303029,0.007551368034805215,0.6106966137886047,COMPLETE
73,0.866357151667277,2024-03-14 09:34:43,2024-03-14 09:43:08,0 days 00:08:25,tanh,0.2,71,0.00013142029520326874,30,4,2.4501754343169257,40,0.00011832760581118103,0.9132729768753052,0.9095022678375244,0.866357151667277,0.004714102869995734,2736,0.5111920237541199,,0.8620952308177948,0.006791188377078367,0.5939399600028992,COMPLETE
