number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout_rate,params_finetune_epochs,params_finetune_lr,params_latent_size,params_num_hidden_layers,params_pretrain_adv_weight,params_pretrain_epochs,params_pretrain_lr,user_attrs_Hold Out Test Finetune AUC,user_attrs_Hold Out Test Rand AUC,user_attrs_finetune AUC avg,user_attrs_finetune AUC std,user_attrs_number of input peaks,user_attrs_pretrain Adv AUC,user_attrs_pretrain Head AUC,user_attrs_rand AUC avg,user_attrs_rand AUC std,user_attrs_reconstruction loss,state
74,0.8775357127189636,2024-03-14 09:43:08,2024-03-14 09:48:11,0 days 00:05:03,tanh,0.30000000000000004,30,0.001633142600223427,65,4,1.3852247272532887,81,0.0002048565005188915,0.8951734304428101,0.8763198256492615,0.8775357127189636,0.014647019634402318,2736,0.6053417921066284,,0.8699642956256867,0.02038393130210575,0.5798461437225342,COMPLETE
75,0.8748809456825256,2024-03-14 09:48:11,2024-03-14 09:53:19,0 days 00:05:08,tanh,0.4,30,0.00169631336411178,75,4,0.7573409701607213,184,0.0002863129423642829,0.8929110169410706,0.8921568393707275,0.8748809456825256,0.020705122727774618,2736,0.6312884092330933,,0.8727976063887278,0.01738986969524691,0.6093540191650391,COMPLETE
76,0.8460714240868886,2024-03-14 09:53:19,2024-03-14 09:58:00,0 days 00:04:41,leakyrelu,0.30000000000000004,25,0.0018362549236365237,65,5,0.6487549756395156,59,0.00020396427141301853,0.9034690856933594,0.8959276080131531,0.8460714240868886,0.026224934245363794,2736,0.9548477530479431,,0.8353095193703969,0.02735410373650542,0.590699315071106,COMPLETE
77,0.8731309493382772,2024-03-14 09:58:00,2024-03-14 10:04:20,0 days 00:06:20,tanh,0.0,44,0.0022145312030348906,57,4,1.32166109944572,121,0.00024095029202631158,0.9072397947311401,0.8819758892059326,0.8731309493382772,0.009884395054692576,2736,0.6822830438613892,,0.8688690443833669,0.016245116570516128,0.5086943507194519,COMPLETE
78,0.8545714378356933,2024-03-14 10:04:20,2024-03-14 10:08:31,0 days 00:04:11,sigmoid,0.2,16,0.00022874738763663295,97,3,0.9396979116581098,429,0.0011100784587319322,0.888386070728302,0.9132729172706604,0.8545714378356933,0.016680866864055472,2736,0.7870898246765137,,0.846404763062795,0.0067900760215645825,0.6159847974777222,COMPLETE
79,0.869904750585556,2024-03-14 10:08:31,2024-03-14 10:16:21,0 days 00:07:50,tanh,0.30000000000000004,55,0.0009782966517473352,66,2,1.1173408580555961,84,0.00015077170330659358,0.9000754356384277,0.9110106229782104,0.869904750585556,0.010434813594326846,2736,0.5916800498962402,,0.8702261845270792,0.01072755976746285,0.5794705152511597,COMPLETE
80,0.8619285742441813,2024-03-14 10:16:21,2024-03-14 10:20:40,0 days 00:04:19,tanh,0.2,20,0.0012807201810625065,76,5,1.5312872861384594,11,0.0016187852804620823,0.9140270948410034,0.9102563858032227,0.8619285742441813,0.01491860571561118,2736,0.742464005947113,,0.8747261901696523,0.011434781610155537,0.5613527297973633,COMPLETE
81,0.8712380826473236,2024-03-14 10:20:40,2024-03-14 10:26:10,0 days 00:05:30,tanh,0.30000000000000004,39,0.0016087634917877078,25,4,1.7056752401465074,69,0.0001889768860507675,0.9193061590194702,0.8906484842300415,0.8712380826473236,0.012226500517701615,2736,0.5399124026298523,,0.8745952546596527,0.011502272240514462,0.6060734987258911,COMPLETE
82,0.8760237991809845,2024-03-14 10:26:10,2024-03-14 10:31:43,0 days 00:05:33,tanh,0.30000000000000004,33,0.001449981758774894,36,4,2.0917952865768283,46,0.0001129598652475674,0.8974359035491943,0.8989441394805908,0.8760237991809845,0.010606885955595799,2736,0.5263190269470215,,0.8720237990220387,0.013185102684981258,0.5783928632736206,COMPLETE
83,0.8665357152620952,2024-03-14 10:31:43,2024-03-14 10:37:08,0 days 00:05:25,tanh,0.30000000000000004,33,0.0008073251126259793,37,4,2.154272670773594,46,0.00010021108657724968,0.9034690260887146,0.9072398543357849,0.8665357152620952,0.00909984826785927,2736,0.5013821721076965,,0.8688214103380839,0.008145235717537929,0.5624352693557739,COMPLETE
84,0.8671904603640238,2024-03-14 10:37:08,2024-03-14 10:41:55,0 days 00:04:47,tanh,0.30000000000000004,28,0.0026986609136309884,49,4,1.376835636502865,14,0.00013295852171248804,0.8612367510795593,0.8838613033294678,0.8671904603640238,0.024380193024031372,2736,0.5316966772079468,,0.8720237990220387,0.019059375803702417,0.6012974381446838,COMPLETE
85,0.8774880806605021,2024-03-14 10:41:55,2024-03-14 10:46:22,0 days 00:04:27,tanh,0.4,23,0.003409075430658527,41,4,2.721763423787469,34,0.00011144144519997379,0.8612367510795593,0.9004524946212769,0.8774880806605021,0.017937551041532662,2736,0.5176783204078674,,0.874523808558782,0.014514045877724912,0.6029365658760071,COMPLETE
86,0.8597380816936493,2024-03-14 10:46:22,2024-03-14 10:50:56,0 days 00:04:34,tanh,0.4,23,0.0024228613886173125,41,5,2.682077328454073,18,0.0022992552201601757,0.933634877204895,0.9064855575561523,0.8597380816936493,0.020372793972032257,2736,0.694358229637146,,0.8741666615009308,0.017054920821697447,0.6221370697021484,COMPLETE
87,0.8763928433259328,2024-03-14 10:50:56,2024-03-14 10:58:13,0 days 00:07:17,tanh,0.4,48,0.0031833157116114407,55,3,9.51373389915769,20,0.00015332057732120498,0.8944193124771118,0.8898943662643433,0.8763928433259328,0.0154562961947551,2736,0.5545029044151306,,0.8768928468227386,0.02216360935202937,0.5861896276473999,COMPLETE
88,0.8672142744064331,2024-03-14 10:58:13,2024-03-14 11:02:19,0 days 00:04:06,tanh,0.4,17,0.0064804012544286424,61,3,4.412080512435365,24,0.00016935821028427682,0.8853695392608643,0.9079939126968384,0.8672142744064331,0.020162906368549647,2736,0.5591307878494263,,0.875595227877299,0.016505089629591293,0.5790267586708069,COMPLETE
89,0.870107130209605,2024-03-14 11:02:19,2024-03-14 11:06:00,0 days 00:03:41,tanh,0.4,12,0.003327750382672506,87,3,9.298790734951572,34,0.00031098315656638673,0.9042232632637024,0.889140248298645,0.870107130209605,0.01867807954377952,2736,0.6628174781799316,,0.8685238122940063,0.01742226251300179,0.5707657933235168,COMPLETE
90,0.8463214337825775,2024-03-14 11:06:00,2024-03-14 11:12:49,0 days 00:06:49,leakyrelu,0.4,48,0.004041340579020846,54,3,8.751954534352453,20,0.0008096343124239205,0.8770738840103149,0.9117647409439087,0.8463214337825775,0.020038472208047775,2736,0.9719639420509338,,0.8434285740057628,0.0208794009495225,0.609565258026123,COMPLETE
91,0.878249990940094,2024-03-14 11:12:49,2024-03-14 11:21:11,0 days 00:08:22,tanh,0.4,67,0.003219108588320195,45,4,0.7827509081150177,11,0.00012813002857429488,0.893665075302124,0.9072397947311401,0.878249990940094,0.016887826514020318,2736,0.5451134443283081,,0.8713214337825775,0.01642317426015721,0.5938980579376221,COMPLETE
92,0.8748214224974314,2024-03-14 11:21:11,2024-03-14 11:30:48,0 days 00:09:37,tanh,0.4,80,0.005534235554889931,46,4,7.736452992677183,13,0.00012257077550115707,0.8785822987556458,0.9034690260887146,0.8748214224974314,0.01412190539206668,2736,0.5352347493171692,,0.8813928484916687,0.014890276207595815,0.593866765499115,COMPLETE
93,0.8802499890327453,2024-03-14 11:30:48,2024-03-14 11:39:56,0 days 00:09:08,tanh,0.4,67,0.003208412075947875,71,4,5.621694712863732,17,0.0001526694120921678,0.9049773812294006,0.8981900811195374,0.8802499890327453,0.0186625777318042,2736,0.57817542552948,,0.878547606865565,0.017371720967394862,0.5796870589256287,COMPLETE
94,0.8779761890570322,2024-03-14 11:39:56,2024-03-14 11:48:31,0 days 00:08:35,tanh,0.4,66,0.004765528726581679,69,4,3.5772339309114214,11,0.00011330201446100113,0.8589743375778198,0.9193061590194702,0.8779761890570322,0.017664271925034277,2736,0.5500110387802124,,0.8773452281951905,0.013332051444831863,0.5784700512886047,COMPLETE
95,0.8777738114198049,2024-03-14 11:48:31,2024-03-14 12:00:11,0 days 00:11:40,tanh,0.4,97,0.0038931417636557096,72,4,6.3838065463809714,11,0.000121657739716118,0.8815988302230835,0.9102565050125122,0.8777738114198049,0.018927830399918556,2736,0.5429301261901855,,0.8802737991015116,0.02010256308163698,0.6065962314605713,COMPLETE
96,0.8772619009017945,2024-03-14 12:00:11,2024-03-14 12:11:08,0 days 00:10:57,tanh,0.4,88,0.005308370313596939,72,4,6.440539005828086,10,0.00011422788135503927,0.8838613033294678,0.8966817855834961,0.8772619009017945,0.02172677858205887,2736,0.5386320948600769,,0.8747261921564738,0.023139938853686478,0.5640447735786438,COMPLETE
97,0.8762976050376892,2024-03-14 12:11:08,2024-03-14 12:25:33,0 days 00:14:25,sigmoid,0.4,110,0.004278780861717239,81,4,5.350161687026343,11,0.00018848266870175233,0.8966817855834961,0.8891403079032898,0.8762976050376892,0.015169525051898513,2736,0.6299877166748047,,0.8780118942260742,0.01235929414423405,0.6924928426742554,COMPLETE
98,0.8708333313465119,2024-03-14 12:25:34,2024-03-14 12:34:42,0 days 00:09:08,tanh,0.4,64,0.004722719030945933,92,4,6.074267880881327,13,0.00012801806833082982,0.9019607305526733,0.8966817855834961,0.8708333313465119,0.022251723825694836,2736,0.5684043765068054,,0.8784761766592661,0.019513628185373083,0.589586079120636,COMPLETE
99,0.8806666632493337,2024-03-14 12:34:42,2024-03-14 12:44:26,0 days 00:09:44,tanh,0.4,73,0.005973064577473287,83,4,3.910568985181752,12,0.0001569273747277629,0.9042232632637024,0.9230769872665405,0.8806666632493337,0.01699258563217991,2736,0.5753781199455261,,0.8781428575515747,0.017463860175096418,0.5931410193443298,COMPLETE
100,0.8779404759407043,2024-03-14 12:44:26,2024-03-14 12:56:08,0 days 00:11:42,tanh,0.4,95,0.0066698391237324664,71,4,4.688208995070293,12,0.00023562509247357057,0.9004524946212769,0.9049773812294006,0.8779404759407043,0.015461077995606073,2736,0.5647098422050476,,0.880738099416097,0.01885134074873003,0.6177911162376404,COMPLETE
101,0.8690118968486786,2024-03-14 12:56:08,2024-03-14 13:12:47,0 days 00:16:39,tanh,0.4,146,0.00786262800057924,80,4,3.490910766797057,12,0.00021245261113289962,0.8861236572265625,0.9049774408340454,0.8690118968486786,0.022958618384864994,2736,0.594851553440094,,0.8757381021976471,0.020672569561704154,0.627281904220581,COMPLETE
102,0.8796904842058818,2024-03-14 13:12:47,2024-03-14 13:24:00,0 days 00:11:13,tanh,0.4,95,0.0072351620203778295,65,4,4.088824324088075,11,0.00015955570405378684,0.8906485438346863,0.9313726425170898,0.8796904842058818,0.01586151912162951,2736,0.551498293876648,,0.8745357036590576,0.018253484238220923,0.5942312479019165,COMPLETE
103,0.8788809537887573,2024-03-14 13:24:00,2024-03-14 13:35:24,0 days 00:11:24,tanh,0.4,95,0.008163796547691728,72,4,4.139601054365575,11,0.00015459104445845158,0.8567119240760803,0.8898943662643433,0.8788809537887573,0.025281181535980867,2736,0.5640206336975098,,0.879273796081543,0.022189359215409495,0.6001695990562439,COMPLETE
104,0.8728571375211079,2024-03-14 13:35:24,2024-03-14 13:47:11,0 days 00:11:47,tanh,0.4,100,0.008965810127066064,69,4,4.229307247761681,11,0.00015725603188999798,0.9170436859130859,0.8914027214050293,0.8728571375211079,0.02088700485109024,2736,0.5786372423171997,,0.8777023593584696,0.017675420834461962,0.5628258585929871,COMPLETE
105,0.8766071319580078,2024-03-14 13:47:11,2024-03-14 13:58:04,0 days 00:10:53,tanh,0.4,90,0.0069066227670940734,75,4,4.921713473751295,15,0.00013363967908698932,0.918552041053772,0.8959275484085083,0.8766071319580078,0.022152603570665813,2736,0.5597392916679382,,0.8819166481494903,0.017784017474594786,0.5652753710746765,COMPLETE
106,0.8784047563870748,2024-03-14 13:58:04,2024-03-14 14:10:59,0 days 00:12:55,tanh,0.4,109,0.007439995255824897,71,4,4.065592850879329,13,0.0013262250349723678,0.9004524946212769,0.9042232036590576,0.8784047563870748,0.01919881966637212,2736,0.7333277463912964,,0.8743452290693919,0.0154653288741751,0.5566841959953308,COMPLETE
107,0.8697023749351501,2024-03-14 14:10:59,2024-03-14 14:24:13,0 days 00:13:14,tanh,0.4,112,0.009918858502962414,71,4,4.094726049300325,13,0.0016463629251447565,0.8914026618003845,0.8710407018661499,0.8697023749351501,0.023254010752429805,2736,0.7306389808654785,,0.8727500061194102,0.016765978800214628,0.6241145730018616,COMPLETE
108,0.8766190429528554,2024-03-14 14:24:13,2024-03-14 14:33:36,0 days 00:09:23,tanh,0.4,75,0.007768272911661836,64,4,5.657841533167472,11,0.0013290419122246424,0.8755656480789185,0.9155354499816895,0.8766190429528554,0.01766388902214344,2736,0.7146337032318115,,0.8743333299954732,0.020144826437347847,0.6116897463798523,COMPLETE
109,0.8771547655264537,2024-03-14 14:33:36,2024-03-14 14:49:11,0 days 00:15:35,tanh,0.4,139,0.005862259158145471,59,4,6.918653837080594,16,0.0014233969869685884,0.8974358439445496,0.9238311052322388,0.8771547655264537,0.01571280191314795,2736,0.6839001178741455,,0.8768333236376444,0.016050180260922704,0.6032949090003967,COMPLETE
110,0.8780952195326487,2024-03-14 14:49:11,2024-03-14 15:08:58,0 days 00:19:47,tanh,0.4,174,0.007067455835547964,81,4,3.782532357426092,14,0.0001432033511181665,0.889140248298645,0.8393664360046387,0.8780952195326487,0.020932411657241086,2736,0.5803306102752686,,0.876321425040563,0.02245065921401535,0.6054477095603943,COMPLETE
111,0.8756309469540914,2024-03-14 15:08:58,2024-03-14 15:30:16,0 days 00:21:18,tanh,0.4,181,0.0072799028612033755,83,4,3.169055910717381,14,0.0001700619148086436,0.8876320123672485,0.8951734900474548,0.8756309469540914,0.027364494631463683,2736,0.5860274434089661,,0.8769404709339141,0.02215239883200013,0.6129658818244934,COMPLETE
112,0.8692023913065593,2024-03-14 15:30:16,2024-03-14 15:45:20,0 days 00:15:04,tanh,0.4,169,0.005986611520016226,5,4,3.8448264173026736,12,0.00014298895731277715,0.9000754356384277,0.9042232036590576,0.8692023913065593,0.025269760844671713,2736,0.5351073741912842,,0.862845245997111,0.018708850805098404,0.6436269879341125,COMPLETE
113,0.8753095209598541,2024-03-14 15:45:20,2024-03-14 16:10:48,0 days 00:25:28,tanh,0.4,209,0.008486804308316165,98,4,4.992067848963542,14,0.0011382026964900773,0.9049773812294006,0.88310706615448,0.8753095209598541,0.02110243150950173,2736,0.737522304058075,,0.877738086382548,0.025735166129197188,0.5688281059265137,COMPLETE
114,0.8693452219168345,2024-03-14 16:10:48,2024-03-14 16:26:43,0 days 00:15:55,tanh,0.4,126,0.004945340855523044,78,4,4.720332534517649,10,0.005096353113318315,0.9049773216247559,0.8974359035491943,0.8693452219168345,0.024861344591775397,2736,0.7611709237098694,,0.8799047569433848,0.01922696830774989,0.6565922498703003,COMPLETE
115,,2024-03-14 16:26:43,,,tanh,0.4,107,0.007070361628418477,68,4,3.504672734000526,17,0.00012573487552635764,,,,,2736,0.5453819632530212,,,,0.5878233909606934,RUNNING
